Age,Annual_Income_INR,Loan_Amount_INR,Credit_Score,Employment_Years,Existing_Loans,Loan_Type,Defaulted
49,1828637.0,4551661.0,799.0,26.0,2,Auto,0
33,1135280.0,4342935.0,505.0,26.0,2,Business,1
32,1768422.0,4772408.0,436.0,29.0,0,Auto,0
51,2499820.0,4080322.0,707.0,2.0,0,Home,0
22,1800448.0,359982.0,578.0,11.0,1,Education,0
55,2017765.0,1351112.0,744.0,30.0,3,Home,0
43,,2059414.0,570.0,26.0,3,Education,0
37,336559.0,2553525.0,,23.0,4,Home,0
46,2333434.0,3839040.0,527.0,10.0,1,Home,0
28,2917238.0,3976719.0,426.0,26.0,3,Personal,0
49,1903827.0,4602404.0,569.0,8.0,2,Business,0
46,2242896.0,1306919.0,786.0,15.0,2,Education,0
30,359876.0,1612266.0,847.0,13.0,3,Business,0
46,865275.0,2153884.0,454.0,29.0,2,Personal,0
54,1521878.0,2382582.0,318.0,23.0,2,Business,0
61,2502381.0,2393480.0,724.0,12.0,4,Education,0
27,210547.0,4897167.0,357.0,32.0,2,Personal,1
24,,3731327.0,722.0,,3,Auto,0
31,1229293.0,774629.0,847.0,25.0,0,Personal,0
49,2194848.0,4111667.0,401.0,12.0,2,Education,0
56,263146.0,3706861.0,375.0,20.0,3,Home,1
45,2216950.0,482795.0,879.0,28.0,2,Business,0
41,2929201.0,3400678.0,365.0,27.0,1,Home,1
56,1614447.0,2485296.0,450.0,23.0,4,Auto,0
30,2380122.0,1278162.0,736.0,12.0,0,Home,0
57,916177.0,60300.0,367.0,19.0,2,Business,1
29,1417895.0,3785391.0,534.0,6.0,3,Home,1
44,2836859.0,2968147.0,397.0,14.0,0,Personal,0
55,759865.0,1540752.0,308.0,24.0,2,Education,1
55,1251497.0,695515.0,803.0,34.0,1,Home,0
56,679177.0,440305.0,789.0,12.0,3,Education,0
38,1691476.0,2010315.0,726.0,7.0,4,Education,0
59,2441687.0,1782026.0,526.0,20.0,2,Education,0
52,721317.0,3834703.0,886.0,5.0,3,Personal,0
44,2946974.0,4220076.0,316.0,9.0,2,Education,1
43,1708797.0,4260632.0,862.0,20.0,4,Home,0
52,2224676.0,469870.0,527.0,13.0,1,Education,0
57,272828.0,4905878.0,537.0,32.0,4,Personal,1
32,847937.0,3103569.0,680.0,24.0,4,Education,0
33,1208449.0,4596705.0,686.0,18.0,4,Home,0
43,1599782.0,3738626.0,553.0,8.0,0,Personal,0
45,2352304.0,3122263.0,607.0,14.0,3,Auto,0
55,558635.0,522374.0,613.0,4.0,2,Auto,0
61,2520545.0,209947.0,600.0,16.0,1,Home,0
50,286569.0,3250810.0,417.0,29.0,2,Business,1
37,1184131.0,597514.0,349.0,6.0,0,Education,0
40,881132.0,2961261.0,863.0,5.0,1,Business,0
45,883850.0,1396568.0,480.0,14.0,0,Personal,0
42,322537.0,4867883.0,842.0,9.0,2,Education,0
33,2350958.0,3582099.0,626.0,5.0,1,Business,0
39,2166340.0,900086.0,802.0,12.0,2,Home,0
56,1533040.0,728794.0,795.0,13.0,3,Personal,0
32,2031716.0,2253002.0,545.0,0.0,0,Education,0
61,1421793.0,4238950.0,842.0,32.0,3,Auto,0
39,1210065.0,1034766.0,401.0,18.0,3,Education,0
32,2842194.0,4817509.0,529.0,8.0,2,Personal,0
29,,916236.0,687.0,11.0,2,Auto,0
27,1911143.0,3897833.0,878.0,4.0,4,Home,0
48,1145424.0,927727.0,510.0,5.0,4,Education,1
34,418811.0,1085016.0,729.0,10.0,1,Business,0
51,2158754.0,2861114.0,638.0,9.0,2,Business,0
39,839068.0,4651284.0,483.0,14.0,0,Home,1
36,2908521.0,975894.0,355.0,27.0,2,Personal,0
25,2059024.0,4274476.0,581.0,2.0,2,Home,1
55,1571242.0,3581808.0,871.0,15.0,3,Personal,0
32,2155904.0,677800.0,427.0,16.0,3,Auto,0
45,1191596.0,745902.0,807.0,18.0,4,Personal,0
41,2220148.0,3614780.0,883.0,,1,Auto,0
56,1360675.0,3158746.0,515.0,24.0,1,Education,0
43,1924038.0,3086319.0,389.0,26.0,2,Education,1
36,285015.0,711311.0,613.0,11.0,0,Home,0
59,2926427.0,3473047.0,532.0,26.0,3,Home,1
62,778621.0,2551395.0,874.0,3.0,0,Education,0
59,2250276.0,3303537.0,546.0,23.0,3,Business,0
34,850660.0,1973625.0,741.0,16.0,2,Auto,0
51,1979417.0,717527.0,434.0,25.0,1,Education,0
25,2216142.0,4660580.0,301.0,,2,Business,1
55,593522.0,2274462.0,460.0,21.0,3,Personal,0
43,550639.0,1427276.0,439.0,5.0,1,Education,0
49,2891207.0,3142037.0,603.0,18.0,0,Business,0
63,2827776.0,938580.0,759.0,33.0,0,Education,0
31,574344.0,4254789.0,424.0,10.0,4,Personal,1
38,1527976.0,1464466.0,646.0,23.0,0,Personal,0
32,2478041.0,1874682.0,893.0,22.0,4,Auto,0
29,1748496.0,2680242.0,623.0,3.0,1,Personal,0
30,495863.0,2647192.0,706.0,,2,Personal,0
64,2342856.0,869746.0,768.0,,2,Auto,0
37,1016445.0,1877154.0,463.0,14.0,1,Education,0
58,2639287.0,1015802.0,539.0,22.0,1,Education,0
27,1589068.0,3171958.0,512.0,,3,Auto,0
33,426884.0,1577699.0,448.0,3.0,0,Education,1
60,1416424.0,1933392.0,883.0,3.0,0,Education,0
62,,914685.0,402.0,13.0,0,Business,0
29,278563.0,4176202.0,482.0,7.0,4,Auto,1
47,1338355.0,2280306.0,804.0,22.0,0,Auto,0
22,1937225.0,4167036.0,824.0,0.0,3,Home,0
25,1137243.0,2304485.0,679.0,10.0,2,Business,0
49,2396856.0,3205523.0,323.0,26.0,2,Education,1
57,1510333.0,4551757.0,432.0,3.0,4,Home,1
58,2407386.0,2901076.0,349.0,28.0,3,Business,1
39,1572407.0,3504207.0,325.0,16.0,1,Education,1
28,2333643.0,4075047.0,310.0,18.0,2,Business,1
21,1269024.0,547502.0,401.0,23.0,3,Personal,1
42,704393.0,1882359.0,310.0,31.0,1,Education,1
37,1562270.0,2573636.0,411.0,30.0,4,Business,0
27,2580742.0,2861910.0,466.0,15.0,0,Business,0
45,538723.0,2793792.0,706.0,31.0,3,Home,0
24,1101111.0,2511563.0,344.0,33.0,2,Business,1
56,2314253.0,1808406.0,,34.0,4,Personal,0
26,1183682.0,4354855.0,853.0,15.0,3,Personal,0
51,490160.0,3276536.0,584.0,20.0,4,Business,0
39,814769.0,170469.0,699.0,12.0,1,Education,0
64,2874242.0,1821571.0,750.0,17.0,3,Home,0
59,2042557.0,3529794.0,743.0,1.0,0,Education,0
47,,4577322.0,687.0,32.0,1,Business,0
30,1820706.0,2469657.0,655.0,17.0,0,Personal,0
46,246539.0,1251048.0,724.0,27.0,4,Auto,0
39,1806581.0,757593.0,305.0,34.0,0,Home,0
59,970569.0,3447401.0,853.0,11.0,1,Education,0
23,2713384.0,4656852.0,740.0,7.0,1,Personal,0
33,1434848.0,3171365.0,655.0,24.0,1,Education,0
48,315042.0,3578771.0,887.0,6.0,4,Business,0
40,2425074.0,1211974.0,853.0,1.0,2,Education,0
48,292447.0,488598.0,567.0,32.0,4,Home,0
28,1553327.0,3766145.0,516.0,32.0,1,Auto,0
61,1278562.0,1701210.0,363.0,22.0,4,Auto,1
59,2943122.0,2449623.0,741.0,4.0,3,Business,0
21,2547628.0,4228907.0,840.0,13.0,3,Home,0
23,1303549.0,18652671.424667582,574.0,7.0,2,Auto,0
33,2283305.0,2692923.0,769.0,19.0,4,Personal,0
48,1918626.0,1955888.0,515.0,17.0,4,Education,0
45,1783820.0,4253251.0,865.0,22.0,3,Business,0
53,2222307.0,3898664.0,891.0,28.0,1,Personal,0
58,367605.0,3498788.0,493.0,6.0,0,Business,0
26,1212714.0,2071242.0,312.0,23.0,1,Home,1
64,2813906.0,523945.0,,,2,Business,0
52,2222314.0,2796908.0,695.0,13.0,0,Auto,0
41,1349707.0,3655861.0,569.0,2.0,1,Home,0
36,1578314.0,4495666.0,597.0,13.0,4,Business,0
41,735807.0,4513460.0,731.0,2.0,4,Personal,0
31,886475.0,1113789.0,707.0,8.0,3,Home,0
57,1183770.0,2043643.0,364.0,6.0,4,Home,0
56,2298984.0,3291388.0,337.0,25.0,4,Business,1
55,1158872.0,2993772.0,327.0,6.0,2,Business,1
39,1730217.0,4815168.0,588.0,6.0,0,Home,0
40,2402626.0,3468583.0,536.0,12.0,1,Education,0
38,2891155.0,2111882.0,425.0,2.0,1,Education,0
61,1058267.0,3445214.0,683.0,19.0,2,Auto,0
34,237570.0,1605269.0,625.0,8.0,0,Home,0
35,681193.0,821935.0,384.0,21.0,4,Education,1
51,2959127.0,3174899.0,545.0,32.0,2,Personal,0
21,1600965.0,4902088.0,687.0,22.0,4,Home,0
23,827475.0,4041755.0,565.0,22.0,1,Education,1
36,740027.0,1546418.0,504.0,25.0,2,Business,0
43,2363354.0,2418496.0,527.0,31.0,2,Personal,0
31,2395732.0,755829.0,539.0,27.0,2,Auto,0
32,1997355.0,1776967.0,372.0,29.0,1,Education,0
30,889009.0,1232864.0,687.0,16.0,1,Business,0
52,955724.0,4347278.0,677.0,17.0,3,Personal,0
36,1164949.0,4663898.0,511.0,24.0,1,Personal,1
28,1889634.0,2248079.0,470.0,3.0,1,Auto,0
58,2296539.0,4585334.0,451.0,25.0,4,Business,0
32,1636052.0,4531973.0,403.0,30.0,1,Education,0
44,1887164.0,3617516.0,521.0,11.0,0,Home,0
48,500141.0,4936743.0,581.0,17.0,4,Personal,0
28,391012.0,2723487.0,687.0,9.0,3,Education,0
48,896084.0,169786.0,671.0,1.0,0,Home,0
56,1084237.0,4861016.0,428.0,,3,Education,1
46,362776.0,6201360.274389284,703.0,8.0,2,Education,0
28,2681498.0,3974584.0,519.0,31.0,2,Personal,0
48,1670183.0,4260044.0,472.0,4.0,2,Personal,0
48,2229371.0,4729501.0,771.0,2.0,1,Education,0
57,966230.0,1980410.0,752.0,16.0,1,Education,0
61,2299678.0,4805861.0,801.0,12.0,4,Auto,0
56,2108347.0,3666098.0,351.0,2.0,0,Home,1
47,2264284.0,2892784.0,393.0,27.0,0,Business,0
37,1517294.0,350826.0,875.0,3.0,2,Business,0
29,2568029.0,1743223.0,320.0,17.0,2,Auto,0
53,512434.0,1254249.0,405.0,34.0,1,Education,0
40,2632089.0,2966434.0,499.0,13.0,3,Education,0
33,236051.0,3236860.0,651.0,15.0,0,Auto,0
48,2313061.0,3332604.0,580.0,11.0,0,Business,0
49,682898.0,4497001.0,581.0,10.0,3,Personal,0
33,1325914.0,2756501.0,838.0,1.0,0,Personal,0
55,2108440.0,3502933.0,544.0,32.0,0,Education,0
26,2900502.0,466962.0,874.0,12.0,1,Home,0
38,604494.0,390492.0,728.0,29.0,0,Business,0
25,,3428188.0,337.0,25.0,2,Home,1
45,2222862.0,1779272.0,718.0,17.0,2,Education,0
22,946447.0,4883484.0,601.0,12.0,4,Business,0
30,1011730.0,4814544.0,370.0,3.0,1,Personal,1
50,2529098.0,1981004.0,824.0,32.0,1,Personal,0
25,877551.0,3373943.0,473.0,,2,Home,1
53,1412740.0,2836832.0,389.0,16.0,1,Business,1
21,,2507407.0,667.0,5.0,1,Education,0
38,697165.0,2639496.0,506.0,4.0,4,Auto,1
52,1037529.0,4239068.0,361.0,32.0,3,Auto,1
31,1918340.0,1659380.0,618.0,15.0,0,Auto,0
41,2760390.0,1289437.0,850.0,23.0,4,Education,0
46,2856638.0,4104238.0,359.0,4.0,3,Auto,0
45,1473871.0,111240.0,404.0,2.0,0,Home,0
42,1235702.0,1402518.0,538.0,34.0,2,Personal,0
47,2085005.0,2596288.0,761.0,26.0,3,Auto,0
33,,4229881.0,426.0,11.0,0,Personal,0
53,1250595.0,2343550.0,382.0,24.0,4,Home,1
54,805743.0,3845827.0,519.0,16.0,0,Business,0
61,940599.0,4186363.0,707.0,19.0,1,Business,0
55,2446928.0,4963538.0,885.0,27.0,0,Education,0
21,1397678.0,3305534.0,729.0,34.0,2,Personal,0
41,2686179.0,3821225.0,873.0,14.0,4,Education,0
26,203420.0,1981886.0,812.0,32.0,3,Auto,0
48,2475877.0,4697001.0,378.0,2.0,0,Education,1
37,741028.0,3652816.0,364.0,6.0,4,Home,1
25,1878653.0,1176350.0,,9.0,2,Education,0
51,1213368.0,2437082.0,365.0,25.0,3,Auto,1
25,1182063.0,1718068.0,507.0,5.0,0,Auto,0
58,2840905.0,2340869.0,353.0,32.0,2,Home,1
23,644648.0,3739666.0,520.0,15.0,1,Personal,0
43,,4647369.0,535.0,23.0,4,Business,0
57,2755341.0,2891561.0,737.0,29.0,4,Home,0
57,2606967.0,1423173.0,402.0,9.0,0,Business,1
30,2386494.0,4694767.0,735.0,10.0,2,Home,0
30,1465777.0,12259889.886688797,720.0,21.0,3,Home,0
39,,1690626.0,,2.0,3,Education,1
37,1435340.0,4715233.0,823.0,22.0,3,Education,0
41,258541.0,3748031.0,742.0,18.0,3,Education,0
34,2306622.0,3134303.0,805.0,12.0,0,Home,0
29,1232657.0,1987536.0,,2.0,0,Education,0
21,1965280.0,2371630.0,642.0,21.0,4,Home,0
33,2865748.0,825411.0,897.0,24.0,2,Education,0
24,2216719.0,3507449.0,626.0,19.0,1,Business,1
21,2187406.0,3361969.0,513.0,27.0,0,Personal,0
60,2432821.0,4653205.0,855.0,2.0,3,Education,0
52,361860.0,4929362.0,621.0,21.0,1,Auto,0
54,1298053.0,4300704.0,377.0,17.0,4,Personal,1
48,2929701.0,4299754.0,354.0,19.0,3,Auto,1
51,826754.0,3020546.0,370.0,4.0,2,Personal,1
28,495215.0,2875119.0,367.0,8.0,1,Education,0
59,2760971.0,1512370.0,479.0,28.0,4,Business,0
46,270560.0,2633948.0,679.0,16.0,0,Education,0
54,2239331.0,3748858.0,749.0,11.0,2,Home,0
23,979680.0,852963.0,560.0,25.0,3,Auto,0
32,1415047.0,1493962.0,746.0,32.0,1,Personal,0
21,2811447.0,3679167.0,430.0,32.0,4,Business,1
64,1437087.0,2809809.0,533.0,28.0,1,Auto,0
25,2178649.0,1627027.0,,,2,Business,0
50,1775233.0,3237515.0,629.0,17.0,0,Auto,1
50,1620683.0,3296971.0,352.0,16.0,0,Education,1
37,827267.0,3920240.0,,23.0,2,Home,0
43,1135551.0,2119789.0,712.0,21.0,3,Auto,0
35,1283685.0,4038597.0,313.0,4.0,1,Business,1
57,1558218.0,3748315.0,795.0,0.0,3,Education,0
41,1566528.0,1268296.0,816.0,18.0,4,Personal,0
34,2673139.0,4127328.0,667.0,29.0,3,Personal,0
22,2803927.0,3716796.0,838.0,14.0,2,Education,0
31,1585140.0,450607.0,751.0,34.0,0,Personal,0
59,1618167.0,4491239.0,840.0,,2,Business,0
58,2761854.0,4581339.0,814.0,5.0,2,Home,0
54,1352007.0,513999.0,780.0,24.0,1,Education,0
58,615162.0,3688556.0,713.0,10.0,2,Home,0
54,1819884.0,2910500.0,527.0,21.0,4,Home,0
38,227738.0,4597801.0,436.0,33.0,1,Education,1
50,257153.0,2782467.0,539.0,13.0,1,Auto,0
35,261009.0,1227416.0,771.0,8.0,3,Business,0
47,2122946.0,4307044.0,817.0,19.0,2,Education,0
54,684469.0,82827.0,760.0,15.0,3,Business,0
58,996229.0,2173361.0,604.0,16.0,3,Home,0
53,271942.0,1993955.0,480.0,,1,Home,0
44,2415217.0,1171972.0,329.0,33.0,3,Auto,1
35,1524453.0,3078462.0,339.0,10.0,3,Home,0
50,646439.0,271519.0,486.0,34.0,1,Education,0
62,1768366.0,2041486.0,618.0,33.0,1,Business,0
37,882286.0,3361160.0,526.0,7.0,0,Auto,1
25,884143.0,4807457.0,623.0,18.0,2,Education,0
49,807648.0,2808970.0,342.0,32.0,0,Business,0
24,490431.0,2942735.0,577.0,22.0,1,Business,0
30,1597636.0,3895864.0,618.0,1.0,4,Personal,0
37,1994268.0,2533274.0,,7.0,3,Personal,0
30,1729275.0,140254.0,340.0,28.0,3,Education,1
37,2038196.0,3862258.0,708.0,6.0,1,Auto,0
40,1864069.0,2718724.0,861.0,28.0,3,Business,0
44,432321.0,1763196.0,622.0,30.0,0,Business,0
25,337837.0,3596580.0,479.0,29.0,3,Education,0
54,644842.0,152491.0,458.0,34.0,4,Auto,1
26,944067.0,3231836.0,336.0,24.0,2,Home,1
22,2439031.0,3431281.0,705.0,3.0,0,Auto,0
33,2307356.0,3970549.0,838.0,16.0,2,Home,0
63,1996538.0,2949525.0,675.0,9.0,2,Business,0
63,2077128.0,1822907.0,555.0,0.0,4,Personal,0
31,302903.0,995859.0,577.0,17.0,4,Personal,0
43,615874.0,214805.0,548.0,18.0,4,Education,0
36,980975.0,4484306.0,316.0,31.0,4,Auto,1
51,1807850.0,3284326.0,667.0,,0,Auto,0
31,2129827.0,54554.0,424.0,32.0,4,Home,1
36,2871744.0,4227969.0,611.0,21.0,0,Education,0
28,2100600.0,2540041.0,511.0,0.0,3,Auto,0
24,1812850.0,2471267.0,771.0,34.0,2,Education,0
60,536239.0,4552507.0,714.0,16.0,3,Home,0
24,1340170.0,119468.0,799.0,33.0,3,Business,0
45,550425.0,2697495.0,480.0,28.0,1,Education,0
23,2108606.0,4140932.0,,5.0,3,Personal,0
52,2275904.0,1796772.0,486.0,0.0,3,Business,0
23,702939.0,3957336.0,767.0,26.0,1,Auto,0
47,1422196.0,219640.0,756.0,11.0,3,Home,0
49,341753.0,2227096.0,433.0,3.0,1,Home,0
52,2435208.0,4792796.0,474.0,15.0,0,Personal,1
39,2455803.0,3143477.0,560.0,10.0,2,Education,0
41,2531499.0,4577009.0,616.0,19.0,4,Personal,0
25,2983993.0,3232854.0,568.0,25.0,3,Education,0
38,1249520.0,108126.0,769.0,27.0,0,Personal,0
48,818281.0,3540296.0,523.0,7.0,2,Personal,0
62,2568410.0,4551706.0,551.0,1.0,0,Home,0
42,1026278.0,870959.0,363.0,25.0,1,Education,0
41,939026.0,1342253.0,763.0,26.0,0,Personal,0
26,1505381.0,1626658.0,423.0,32.0,3,Auto,0
21,1543316.0,2030778.0,881.0,6.0,3,Home,0
25,2925527.0,2290556.0,537.0,20.0,4,Home,0
61,1192791.0,4480650.0,,33.0,4,Home,0
32,455035.0,3729609.0,741.0,22.0,3,Home,0
46,1407762.0,4733163.0,799.0,33.0,0,Personal,0
54,546990.0,1064530.0,821.0,6.0,3,Personal,0
34,2085249.0,1219549.0,567.0,25.0,0,Home,0
46,1005428.0,4870225.0,786.0,16.0,3,Personal,0
47,1647839.0,4979572.0,899.0,30.0,2,Personal,0
29,1539487.0,4559612.0,349.0,24.0,0,Education,1
46,2399215.0,2297575.0,358.0,14.0,1,Auto,0
42,,276935.0,753.0,1.0,1,Education,0
50,2667881.0,2729853.0,371.0,10.0,4,Business,0
63,1316014.0,854491.0,489.0,31.0,2,Education,0
37,2720908.0,820833.0,861.0,29.0,1,Auto,0
46,,2346076.0,865.0,16.0,3,Auto,0
56,1742663.0,2753235.0,455.0,23.0,1,Education,0
21,2754137.0,2117222.0,862.0,3.0,3,Education,0
28,2993355.0,827277.0,384.0,31.0,2,Business,0
55,227690.0,12108955.565800436,368.0,18.0,4,Home,1
35,2824434.0,2433798.0,684.0,2.0,1,Auto,0
42,1352109.0,2567572.0,672.0,3.0,4,Home,0
34,1649169.0,3886839.0,354.0,24.0,2,Business,1
46,540716.0,2628189.0,384.0,8.0,0,Personal,1
48,750755.0,991819.0,891.0,20.0,2,Personal,0
43,970878.0,4553905.0,616.0,22.0,2,Home,0
34,855408.0,3766891.0,463.0,,2,Education,0
44,2465202.0,4367254.0,551.0,29.0,0,Auto,0
22,713672.0,4156652.0,451.0,24.0,0,Home,0
46,1199078.0,16713130.671980778,635.0,28.0,2,Education,0
34,1846278.0,302988.0,667.0,33.0,0,Business,0
27,904582.0,1462547.0,899.0,13.0,3,Education,0
23,2869555.0,2857176.0,399.0,21.0,2,Business,0
43,1076038.0,1453408.0,419.0,15.0,1,Home,1
63,1813511.0,2349184.0,684.0,10.0,3,Personal,0
38,1303183.0,4712995.0,602.0,13.0,2,Auto,0
58,1699202.0,1944477.0,448.0,6.0,1,Home,0
55,1172425.0,1526188.0,500.0,4.0,1,Personal,0
35,1332273.0,2736476.0,302.0,28.0,4,Business,1
45,1556742.0,3727923.0,699.0,16.0,4,Auto,0
57,1026580.0,3723388.0,367.0,29.0,1,Education,1
48,2650020.0,732932.0,453.0,24.0,2,Home,0
30,439190.0,4531040.0,793.0,,2,Education,0
59,2306040.0,1730957.0,481.0,,2,Auto,0
37,1992602.0,1359105.0,824.0,4.0,2,Home,0
59,635413.0,1255290.0,488.0,27.0,1,Home,0
42,1201830.0,3461011.0,319.0,11.0,0,Education,1
46,1470008.0,2427939.0,582.0,12.0,0,Education,0
64,2658237.0,1330202.0,309.0,20.0,2,Personal,0
45,2190554.0,2207269.0,830.0,31.0,4,Education,0
37,2576629.0,1258428.0,602.0,20.0,1,Business,0
33,2798768.0,3302213.0,540.0,8.0,0,Personal,0
40,760643.0,4095767.0,451.0,1.0,1,Education,0
45,430487.0,787563.0,636.0,2.0,4,Home,0
24,853974.0,4799224.0,487.0,9.0,1,Education,0
30,667119.0,1792429.0,763.0,34.0,4,Auto,0
23,1183762.0,2850864.0,476.0,8.0,4,Personal,1
61,1935081.0,1259056.0,476.0,31.0,3,Home,0
38,449434.0,4855749.0,714.0,20.0,4,Education,0
56,1586395.0,3171754.0,877.0,33.0,3,Auto,0
42,1429502.0,1779875.0,609.0,24.0,4,Personal,0
54,791952.0,4946544.0,301.0,31.0,4,Personal,1
28,2797790.0,3960936.0,616.0,21.0,1,Personal,0
60,810441.0,4543291.0,808.0,24.0,3,Home,0
64,1504925.0,521530.0,871.0,0.0,0,Education,0
39,1150128.0,1521662.0,667.0,20.0,0,Home,0
62,2868436.0,2515236.0,854.0,15.0,1,Business,0
61,2606243.0,3236498.0,525.0,31.0,0,Education,0
57,2718324.0,2783197.0,779.0,20.0,0,Business,0
26,2748965.0,1128734.0,362.0,27.0,4,Education,1
46,852632.0,1607973.0,,18.0,2,Personal,0
54,2526837.0,2029072.0,313.0,13.0,2,Home,0
26,527608.0,2650798.0,327.0,22.0,0,Business,0
57,335024.0,4388189.225721893,441.0,23.0,1,Personal,0
53,383273.0,4028018.0,889.0,19.0,1,Personal,0
42,2941894.0,984260.0,772.0,31.0,3,Business,0
41,324444.0,227589.0,,9.0,1,Education,0
26,574319.0,921243.0,483.0,0.0,1,Business,0
26,2601756.0,56586.0,616.0,30.0,4,Home,0
24,2459970.0,1904711.0,660.0,14.0,4,Auto,0
50,,2894813.0,744.0,30.0,0,Education,0
31,1405605.0,3796193.0,595.0,27.0,1,Personal,0
50,805829.0,2708175.0,703.0,9.0,2,Business,0
51,1633414.0,2344582.0,,5.0,1,Auto,0
44,2460100.0,1197101.0,676.0,14.0,1,Business,0
29,916087.0,2028209.0,884.0,26.0,0,Auto,0
23,1295622.0,4456455.0,367.0,9.0,2,Education,1
51,1258335.0,2631867.0,,20.0,0,Business,0
60,1428080.0,1397376.0,346.0,18.0,1,Business,1
57,482648.0,3880753.0,357.0,3.0,2,Auto,1
56,2567803.0,1767435.0,323.0,21.0,1,Home,1
44,1269626.0,1960896.0,589.0,14.0,0,Personal,0
51,2695188.0,3971076.0,743.0,,0,Auto,0
26,2173915.0,2166806.0,702.0,10.0,4,Business,0
22,686383.0,704405.0,323.0,29.0,2,Auto,1
40,2528481.0,1185189.0,363.0,23.0,4,Auto,1
48,2873361.0,4224308.0,538.0,21.0,2,Business,0
31,1890598.0,4787574.0,582.0,29.0,3,Business,0
24,2435064.0,3557842.0,741.0,3.0,2,Home,0
35,2793738.0,2229000.0,599.0,5.0,1,Home,0
26,2231157.0,946009.0,392.0,25.0,2,Home,1
50,2852880.0,2227026.0,876.0,18.0,4,Business,0
58,1808047.0,4536621.0,674.0,1.0,0,Education,0
22,2131180.0,4281829.0,609.0,3.0,0,Home,0
35,838803.0,2108306.0,466.0,4.0,2,Personal,1
31,1633903.0,192432.0,306.0,34.0,3,Education,0
28,,166242.0,342.0,28.0,0,Home,1
46,1209589.0,1645489.0,639.0,15.0,0,Personal,0
64,1888367.0,157576.0,452.0,11.0,0,Business,0
25,1287599.0,225966.0,342.0,20.0,3,Personal,0
26,1429677.0,802746.0,500.0,8.0,4,Home,0
46,502085.0,3212199.0,847.0,10.0,2,Auto,0
24,1695742.0,3497755.0,525.0,7.0,3,Auto,0
39,1108109.0,3943900.0,820.0,25.0,2,Personal,0
40,942319.0,1281218.0,638.0,,1,Business,0
53,276054.0,2999108.0,634.0,3.0,2,Education,0
40,2291389.0,3099171.0,480.0,33.0,0,Auto,0
32,1576083.0,779128.0,832.0,27.0,3,Education,0
21,2798924.0,589439.0,571.0,24.0,3,Business,0
46,2883182.0,1567658.0,493.0,34.0,4,Auto,0
34,,1147766.0,837.0,18.0,1,Business,0
58,1242585.0,4824787.0,780.0,34.0,4,Home,0
57,2456397.0,414385.0,397.0,28.0,4,Education,1
31,1651187.0,896299.0,,13.0,1,Home,0
56,1490019.0,1354684.0,811.0,20.0,0,Business,0
33,1352167.0,361509.0,626.0,13.0,3,Business,0
63,2192719.0,2415019.0,877.0,14.0,2,Personal,0
23,,4094468.0,715.0,,1,Personal,0
53,2359735.0,498920.0,410.0,11.0,4,Auto,1
26,455931.0,3697016.0,511.0,4.0,2,Home,0
30,1408572.0,1424840.0,870.0,26.0,1,Home,0
25,1898875.0,2038702.0,329.0,14.0,1,Business,1
43,1714761.0,1543352.0,566.0,25.0,0,Personal,0
30,1540824.0,4003322.0,649.0,8.0,0,Education,0
64,964948.0,2405664.0,813.0,34.0,3,Business,0
22,1024026.0,2033286.0,513.0,12.0,3,Home,0
33,465808.0,4108675.0,550.0,32.0,2,Home,0
60,654377.0,4102948.0,842.0,33.0,3,Business,0
22,852692.0,1674611.0,618.0,3.0,1,Business,1
40,1450240.0,3314369.0,482.0,12.0,1,Business,0
21,1543619.0,2003527.0,488.0,9.0,1,Home,0
57,2838681.0,1829763.0,426.0,0.0,1,Education,0
29,2502472.0,169271.0,595.0,10.0,0,Home,0
37,231346.0,2388322.0,322.0,8.0,1,Business,1
29,566595.0,4976859.0,829.0,22.0,1,Personal,0
31,932484.0,367531.0,378.0,12.0,1,Education,0
35,2137916.0,2148786.0,845.0,4.0,4,Auto,0
44,1684012.0,719419.0,769.0,24.0,2,Home,0
58,2084175.0,513566.0,604.0,9.0,2,Education,0
55,1022805.0,2787295.0,747.0,4.0,1,Education,0
50,2277668.0,3040278.0,,21.0,1,Business,0
51,2102151.0,3972734.0,490.0,24.0,2,Education,1
25,1096445.0,4373102.0,531.0,19.0,3,Home,0
64,1771771.0,203816.0,873.0,27.0,4,Personal,0
34,1163813.0,4405772.0,853.0,20.0,4,Education,0
31,731562.0,2642177.0,323.0,10.0,3,Home,1
29,215748.0,455972.0,760.0,28.0,1,Business,0
54,1661967.0,301585.0,482.0,4.0,2,Education,1
32,1784690.0,3703389.0,732.0,4.0,4,Auto,0
55,2950728.0,1502397.0,382.0,32.0,3,Auto,0
55,2724497.0,549459.0,392.0,7.0,3,Personal,0
21,2292332.0,2824928.0,577.0,5.0,0,Business,0
60,1449657.0,4038718.0,384.0,14.0,3,Home,1
42,616706.0,480703.0,872.0,14.0,0,Education,0
49,1092055.0,146816.0,507.0,8.0,0,Home,0
28,372507.0,4642278.0,880.0,4.0,4,Auto,0
31,2817292.0,4571586.0,743.0,25.0,1,Business,0
61,423023.0,3051441.0,669.0,22.0,1,Home,0
57,1565358.0,2000078.0,775.0,15.0,3,Education,0
34,701775.0,4547006.0,803.0,34.0,2,Business,0
50,1635444.0,3420239.0,530.0,9.0,2,Education,1
55,385639.0,1940612.0,659.0,26.0,0,Education,0
41,1808190.0,2402756.0,862.0,15.0,3,Business,0
57,,1659903.0,318.0,20.0,3,Business,0
