Recency_Days,Purchase_Frequency,Total_Spend_INR,Age,City_Type,Gender,Total_Returns,Discounts_Used
218.0,27.0,279652.0,48.0,Tier1,Male,9.0,22.0
265.0,68.0,123325.0,29.0,Metro,Male,6.0,22.0
313.0,64.0,374006.0,26.0,Metro,Male,6.0,37.0
82.0,82.0,120872.0,52.0,Tier1,Male,14.0,3.0
31.0,79.0,134208.0,31.0,Tier2,Female,8.0,32.0
100.0,38.0,10020.0,69.0,Tier1,Female,17.0,33.0
317.0,86.0,157809.0,52.0,Tier2,Female,10.0,48.0
215.0,24.0,471515.0,37.0,Tier1,Female,2.0,1.0
170.0,85.0,421792.0,27.0,Metro,Female,1.0,46.0
85.0,3.0,121630.0,53.0,Tier1,Female,16.0,14.0
64.0,90.0,196866.0,59.0,Tier1,Female,4.0,28.0
251.0,47.0,177994.0,49.0,Tier2,Male,16.0,37.0
78.0,7.0,342067.0,26.0,Tier1,Female,6.0,23.0
165.0,65.0,269265.0,20.0,Rural,Female,12.0,13.0
357.0,88.0,476212.0,22.0,Tier2,Female,10.0,18.0
213.0,76.0,75560.0,54.0,Metro,Female,11.0,4.0
121.0,36.0,150996.0,59.0,Rural,Male,17.0,2.0
117.0,15.0,277976.0,36.0,Tier1,Male,17.0,14.0
174.0,4.0,27738.0,27.0,Tier1,Female,7.0,40.0
194.0,70.0,213516.0,66.0,Metro,Male,6.0,19.0
13.0,83.0,395227.0,51.0,Metro,Male,8.0,15.0
276.0,66.0,258390.0,57.0,Tier2,Female,1.0,29.0
,56.0,304642.0,24.0,Metro,Male,7.0,10.0
132.0,70.0,65365.0,55.0,Metro,Female,7.0,14.0
129.0,91.0,268033.0,31.0,Tier1,Female,1.0,18.0
30.0,64.0,456703.0,67.0,Tier1,Female,4.0,6.0
244.0,69.0,282448.0,64.0,Tier1,Female,6.0,23.0
143.0,50.0,17571.0,53.0,Metro,Female,17.0,47.0
80.0,43.0,227758.0,25.0,Tier1,Female,1.0,38.0
123.0,18.0,116693.0,45.0,Metro,Female,15.0,5.0
179.0,63.0,78263.0,27.0,Metro,Female,3.0,47.0
299.0,80.0,79824.0,,Tier1,Male,17.0,14.0
,81.0,143232.0,25.0,Tier2,Female,12.0,44.0
30.0,65.0,123194.0,,Rural,Male,2.0,40.0
255.0,35.0,149188.0,45.0,Metro,Other,7.0,15.0
308.0,71.0,246633.0,65.0,Tier2,Male,5.0,26.0
248.0,31.0,420803.0,40.0,Tier2,Female,12.0,9.0
78.0,94.0,70737.0,43.0,Metro,Male,18.0,31.0
257.0,34.0,458642.0,61.0,Metro,Female,17.0,17.0
215.0,6.0,420072.0,57.0,Tier2,Male,9.0,36.0
188.0,99.0,97883.0,51.0,Rural,Male,10.0,18.0
200.0,70.0,342346.0,59.0,Rural,Male,5.0,47.0
99.0,26.0,95733.0,42.0,Tier2,Female,13.0,0.0
144.0,81.0,456927.0,18.0,Tier2,Male,4.0,6.0
340.0,22.0,393728.0,22.0,Tier1,Male,9.0,12.0
169.0,11.0,393550.0,64.0,Tier2,Male,14.0,13.0
326.0,55.0,201007.0,54.0,Tier1,Male,12.0,19.0
205.0,97.0,,54.0,Tier2,Female,8.0,23.0
339.0,98.0,412182.0,62.0,Tier1,Female,14.0,33.0
337.0,86.0,157571.0,62.0,Tier1,Female,1.0,36.0
71.0,62.0,416956.0,,Rural,Male,14.0,35.0
36.0,28.0,109965.0,31.0,Tier2,Male,13.0,14.0
359.0,47.0,465153.0,24.0,Tier1,Female,18.0,17.0
54.0,15.0,269992.0,28.0,Rural,Male,3.0,40.0
21.0,48.0,39786.0,55.0,Metro,Male,3.0,49.0
,77.0,193705.0,28.0,Metro,Female,11.0,21.0
299.0,69.0,247506.0,23.0,Tier1,Female,7.0,33.0
176.0,54.0,349997.0,18.0,Tier2,Female,4.0,15.0
223.0,10.0,229281.0,67.0,Metro,Female,1.0,20.0
22.0,11.0,141075.0,23.0,Metro,Male,6.0,23.0
239.0,58.0,265780.0,32.0,Rural,Female,5.0,18.0
260.0,35.0,431424.0,69.0,Metro,Female,14.0,33.0
133.0,96.0,298834.0,38.0,Tier2,Male,11.0,32.0
197.0,6.0,89168.0,40.0,Metro,Female,0.0,45.0
144.0,18.0,455274.0,47.0,Tier2,Female,4.0,22.0
10.0,53.0,27272.0,35.0,Rural,Male,9.0,47.0
331.0,25.0,124451.0,43.0,Metro,Female,15.0,13.0
302.0,15.0,294585.0,55.0,Metro,Female,18.0,23.0
,79.0,302977.0,60.0,Metro,Female,1.0,42.0
194.0,53.0,174779.0,44.0,Tier1,Male,7.0,47.0
262.0,10.0,37429.0,32.0,Tier2,Male,11.0,48.0
193.0,29.0,310768.0,61.0,Tier2,Male,11.0,28.0
193.0,54.0,82439.0,19.0,Metro,Male,19.0,1.0
72.0,34.0,8213.0,36.0,Tier1,Male,0.0,46.0
114.0,15.0,110987.0,51.0,Metro,Female,9.0,4.0
152.0,81.0,67035.0,18.0,Tier2,Female,15.0,7.0
356.0,70.0,40154.0,51.0,Tier1,Female,18.0,24.0
,76.0,159197.0,51.0,Tier2,Male,10.0,17.0
143.0,39.0,145722.0,52.0,Tier2,Female,2.0,25.0
105.0,52.0,134306.0,19.0,Tier2,Female,6.0,12.0
274.0,60.0,142767.0,65.0,Rural,Female,2.0,49.0
323.0,54.0,249062.0,31.0,Metro,Female,18.0,46.0
90.0,30.0,252943.0,53.0,Tier1,Female,8.0,32.0
176.0,60.0,381860.0,18.0,Tier2,Female,13.0,3.0
90.0,49.0,2297320.851361999,24.0,Tier2,Other,11.0,2.0
334.0,12.0,153872.0,21.0,Metro,Female,9.0,29.0
62.0,70.0,279958.0,31.0,Metro,Male,15.0,31.0
207.0,23.0,74871.0,60.0,Metro,Male,1.0,37.0
241.0,10.0,54041.0,55.0,Metro,Female,18.0,7.0
356.0,92.0,493722.0,57.0,Tier1,Male,18.0,8.0
53.0,32.0,213666.0,46.0,Tier2,Female,18.0,16.0
221.0,46.0,65461.0,37.0,Metro,Female,13.0,32.0
297.0,71.0,439490.0,30.0,Metro,Male,7.0,45.0
181.0,91.0,1752158.3683787268,49.0,Metro,Male,9.0,35.0
272.0,92.0,203841.0,34.0,Tier1,Female,17.0,36.0
104.0,93.0,212071.0,55.0,Tier1,Male,9.0,45.0
221.0,87.0,166671.0,23.0,Metro,Female,14.0,7.0
41.0,25.0,40422.0,20.0,Tier2,Female,19.0,13.0
72.0,58.0,342276.7590739694,35.0,Metro,Female,10.0,38.0
273.0,98.0,271448.0,25.0,Tier2,Male,1.0,42.0
277.0,40.0,404369.0,41.0,Metro,Male,1.0,46.0
230.0,26.0,36161.0,33.0,Metro,Male,19.0,27.0
218.0,61.0,61639.0,22.0,Metro,Male,18.0,38.0
79.0,68.0,1019.0,39.0,Tier1,Male,16.0,16.0
349.0,60.0,349096.0,61.0,Tier1,Female,9.0,46.0
260.0,73.0,126525.0,57.0,Tier2,Female,10.0,32.0
30.0,72.0,333250.0,51.0,Tier2,Female,19.0,3.0
187.0,58.0,38095.0,56.0,Tier1,Female,11.0,5.0
125.0,84.0,62507.0,38.0,Metro,Male,6.0,33.0
,69.0,310737.0,18.0,Tier1,Other,10.0,19.0
103.0,63.0,355475.0,29.0,Rural,Male,18.0,1.0
192.0,59.0,85254.0,31.0,Tier2,Male,14.0,10.0
12.0,81.0,425440.0,55.0,Metro,Male,8.0,10.0
281.0,74.0,306284.0,49.0,Metro,Male,18.0,16.0
200.0,92.0,39402.0,68.0,Metro,Female,4.0,17.0
294.0,9.0,55018.0,68.0,Metro,Female,12.0,43.0
296.0,65.0,415861.0,42.0,Tier1,Female,11.0,15.0
167.0,98.0,21075.0,59.0,Metro,Female,4.0,41.0
204.0,58.0,419165.0,53.0,Metro,Female,6.0,33.0
213.0,56.0,424980.0,43.0,Tier1,Male,11.0,18.0
191.0,18.0,184816.0,31.0,Tier2,Female,0.0,40.0
,27.0,236054.0,36.0,Rural,Female,4.0,39.0
,24.0,311331.0,29.0,Metro,Male,15.0,43.0
118.0,67.0,397271.0,32.0,Metro,Male,11.0,4.0
63.0,7.0,55215.0,32.0,Tier1,Female,13.0,1.0
268.0,99.0,324769.0,39.0,Tier2,Male,0.0,24.0
363.0,77.0,470466.0,50.0,Tier2,Male,9.0,32.0
178.0,72.0,291221.0,46.0,Metro,Female,15.0,1.0
17.0,13.0,387998.0,25.0,Tier2,Male,8.0,18.0
95.0,94.0,386833.0,38.0,Tier2,Female,7.0,3.0
343.0,63.0,76543.0,66.0,Tier1,Female,14.0,29.0
35.0,19.0,523630.8317801268,28.0,Tier1,Female,19.0,29.0
312.0,76.0,146956.0,24.0,Metro,Female,14.0,42.0
232.0,97.0,495188.0,19.0,Metro,Female,14.0,22.0
95.0,43.0,3759.0,40.0,Tier2,Female,12.0,48.0
97.0,66.0,2743.0,34.0,Tier1,Male,10.0,26.0
200.0,40.0,216416.0,18.0,Tier1,Female,11.0,40.0
332.0,41.0,349419.0,42.0,Tier2,Male,0.0,20.0
153.0,53.0,298310.0,39.0,Metro,Female,0.0,31.0
92.0,34.0,321787.0,24.0,Metro,Male,8.0,26.0
116.0,85.0,373406.0,35.0,Metro,Male,8.0,37.0
194.0,28.0,457284.0,65.0,Metro,Male,7.0,9.0
322.0,54.0,494312.0,57.0,Tier1,Female,4.0,15.0
164.0,94.0,19773.0,67.0,Rural,Male,14.0,0.0
313.0,29.0,18605.0,57.0,Metro,Female,17.0,48.0
66.0,25.0,371822.0,30.0,Tier1,Female,9.0,43.0
335.0,12.0,182438.0,24.0,Metro,Female,6.0,1.0
281.0,85.0,101196.0,22.0,Metro,Male,19.0,9.0
357.0,58.0,285004.0,66.0,Rural,Female,0.0,47.0
,53.0,419755.0,31.0,Metro,Female,12.0,37.0
128.0,8.0,186382.0,39.0,Tier2,Female,4.0,39.0
51.0,86.0,253280.0,19.0,Rural,Male,5.0,16.0
196.0,39.0,124690.0,34.0,Metro,Male,9.0,32.0
170.0,61.0,17056.0,34.0,Tier2,Female,12.0,7.0
322.0,52.0,322316.0,69.0,Tier1,Male,19.0,5.0
92.0,50.0,402090.0,43.0,Metro,Male,13.0,19.0
,67.0,171226.0,20.0,Tier1,Female,13.0,33.0
89.0,41.0,411077.0,27.0,Rural,Female,19.0,40.0
147.0,45.0,74670.0,39.0,Tier2,Female,11.0,13.0
197.0,31.0,188243.0,56.0,Metro,Male,0.0,48.0
6.0,35.0,301827.0,58.0,Tier2,Female,15.0,30.0
48.0,62.0,162697.0,56.0,Metro,Male,7.0,25.0
353.0,8.0,150571.0,43.0,Tier2,Female,16.0,35.0
150.0,13.0,482601.0,28.0,Tier1,Male,4.0,39.0
298.0,99.0,216216.0,57.0,Metro,Female,6.0,18.0
69.0,99.0,18693.0,33.0,Tier2,Female,6.0,47.0
187.0,69.0,266455.0,49.0,Tier2,Female,16.0,6.0
356.0,98.0,437068.0,27.0,Tier1,Male,1.0,48.0
190.0,41.0,257306.0,25.0,Tier1,Male,2.0,20.0
12.0,10.0,452141.0,51.0,Metro,Male,8.0,41.0
209.0,83.0,428364.0,46.0,Tier2,Female,2.0,35.0
321.0,25.0,495444.0,46.0,Metro,Male,14.0,47.0
300.0,85.0,,38.0,Tier2,Female,15.0,11.0
321.0,36.0,44696.0,29.0,Metro,Female,19.0,35.0
352.0,3.0,143763.0,24.0,Tier2,Female,11.0,27.0
50.0,95.0,480958.0,27.0,Metro,Female,13.0,8.0
205.0,30.0,61977.0,20.0,Tier1,Male,11.0,7.0
299.0,54.0,414663.0,34.0,Rural,Female,12.0,31.0
266.0,76.0,35917.0,39.0,Tier2,Female,14.0,12.0
340.0,15.0,245937.0,55.0,Tier1,Female,0.0,5.0
93.0,72.0,253657.0,20.0,Tier2,Female,6.0,23.0
312.0,43.0,473653.0,63.0,Rural,Male,14.0,30.0
198.0,22.0,913.0,47.0,Metro,Female,3.0,11.0
15.0,28.0,443819.0,34.0,Metro,Female,15.0,8.0
205.0,7.0,222915.0,24.0,Metro,Male,10.0,9.0
223.0,64.0,309832.0,34.0,Rural,Female,13.0,41.0
315.0,76.0,466896.0,,Tier2,Male,19.0,4.0
242.0,22.0,44207.0,37.0,Tier1,Female,18.0,14.0
110.0,88.0,488362.0,63.0,Metro,Male,12.0,28.0
268.0,4.0,217997.0,20.0,Rural,Female,7.0,24.0
277.0,41.0,66099.0,35.0,Tier2,Female,8.0,27.0
137.0,69.0,164449.0,32.0,Metro,Female,9.0,45.0
189.0,9.0,1580526.6345817929,63.0,Metro,Male,9.0,40.0
240.0,96.0,192648.0,19.0,Metro,Female,1.0,22.0
84.0,28.0,,22.0,Metro,Female,10.0,38.0
85.0,79.0,330655.0,59.0,Metro,Male,1.0,37.0
188.0,84.0,341886.0,52.0,Metro,Male,19.0,1.0
266.0,25.0,,63.0,Tier2,Female,11.0,20.0
45.0,69.0,331967.0,27.0,Tier1,Female,4.0,34.0
237.0,65.0,239891.0,37.0,Metro,Female,2.0,15.0
115.0,2.0,367661.0,18.0,Rural,Female,15.0,39.0
218.0,27.0,469642.0,53.0,Rural,Male,14.0,40.0
6.0,12.0,404196.0,29.0,Metro,Female,6.0,40.0
149.0,83.0,199560.0,30.0,Tier1,Female,10.0,8.0
151.0,29.0,444518.0,59.0,Tier2,Male,5.0,37.0
91.0,27.0,274515.0,38.0,Tier2,Female,2.0,24.0
178.0,93.0,192524.0,46.0,Tier1,Female,2.0,3.0
222.0,98.0,236503.0,61.0,Tier2,Male,7.0,42.0
123.0,17.0,9330.0,65.0,Tier1,Female,2.0,47.0
27.0,54.0,1133370.2759348936,65.0,Tier2,Female,14.0,23.0
258.0,78.0,220867.0,21.0,Metro,Male,18.0,47.0
46.0,96.0,144207.0,44.0,Rural,Male,7.0,1.0
278.0,77.0,291992.0,34.0,Tier2,Male,18.0,10.0
328.0,60.0,185972.0,68.0,Tier2,Male,3.0,45.0
322.0,85.0,101904.0,57.0,Tier1,Male,12.0,15.0
204.0,30.0,236410.0,58.0,Tier1,Male,11.0,11.0
91.0,60.0,308185.0,63.0,Tier1,Male,18.0,7.0
11.0,92.0,36502.0,43.0,Tier1,Male,5.0,41.0
185.0,29.0,115990.0,36.0,Tier1,Female,18.0,2.0
180.0,14.0,83427.0,48.0,Tier1,Male,11.0,3.0
50.0,65.0,188668.0,67.0,Tier2,Female,17.0,24.0
206.0,51.0,23837.0,37.0,Metro,Female,16.0,21.0
361.0,5.0,430819.0,57.0,Tier1,Male,4.0,8.0
315.0,16.0,98011.0,64.0,Tier1,Female,2.0,7.0
60.0,37.0,772098.5651354025,33.0,Metro,Female,3.0,36.0
111.0,25.0,138959.0,49.0,Tier1,Male,9.0,33.0
363.0,15.0,127054.0,20.0,Tier2,Female,7.0,7.0
118.0,49.0,39961.0,65.0,Tier2,Female,2.0,20.0
44.0,78.0,357155.0,52.0,Tier1,Male,3.0,26.0
205.0,53.0,314825.0,52.0,Tier1,Female,2.0,19.0
65.0,88.0,445863.0,29.0,Tier1,Male,8.0,39.0
193.0,87.0,32360.0,32.0,Rural,Female,4.0,20.0
70.0,65.0,365241.0,22.0,Tier2,Female,14.0,15.0
81.0,71.0,177943.0,60.0,Tier1,Male,11.0,36.0
253.0,25.0,307437.0,61.0,Rural,Female,10.0,3.0
238.0,24.0,232765.0,,Metro,Male,9.0,32.0
256.0,24.0,6186.0,32.0,Tier1,Female,0.0,21.0
202.0,88.0,478758.0,37.0,Metro,Female,5.0,41.0
116.0,40.0,305405.0,69.0,Metro,Female,10.0,46.0
286.0,99.0,219068.0,23.0,Tier1,Female,5.0,36.0
336.0,84.0,13294.0,65.0,Tier1,Male,2.0,22.0
212.0,95.0,61883.0,37.0,Rural,Other,14.0,10.0
117.0,77.0,81331.0,56.0,Metro,Male,5.0,38.0
343.0,14.0,252239.0,37.0,Metro,Female,14.0,3.0
168.0,98.0,35441.0,59.0,Metro,Female,1.0,33.0
347.0,25.0,80992.0,58.0,Metro,Female,0.0,21.0
12.0,50.0,467389.0,28.0,Tier1,Male,18.0,1.0
4.0,35.0,137730.0,45.0,Tier2,Male,15.0,34.0
314.0,50.0,294192.0,63.0,Metro,Female,7.0,38.0
194.0,97.0,252002.0,65.0,Rural,Female,7.0,49.0
330.0,92.0,264261.0,51.0,Tier2,Female,18.0,44.0
131.0,29.0,381202.0,29.0,Tier2,Female,9.0,25.0
178.0,13.0,473884.9193865529,49.0,Tier1,Male,2.0,4.0
248.0,94.0,110942.0,62.0,Metro,Female,2.0,4.0
298.0,64.0,175513.0,58.0,Tier1,Female,4.0,20.0
169.0,64.0,179616.0,20.0,Tier1,Female,19.0,9.0
61.0,44.0,130380.0,19.0,Tier2,Male,17.0,4.0
25.0,86.0,153048.0,62.0,Metro,Female,5.0,4.0
115.0,37.0,25343.0,29.0,Tier1,Male,3.0,49.0
86.0,51.0,321612.0,44.0,Metro,Female,19.0,40.0
134.0,7.0,471144.0,35.0,Metro,Female,18.0,13.0
155.0,85.0,319407.0,62.0,Tier2,Male,4.0,43.0
,4.0,69189.0,63.0,Metro,Female,12.0,44.0
,11.0,322366.0,47.0,Tier1,Female,0.0,31.0
,28.0,331518.0,67.0,Metro,Female,5.0,21.0
294.0,65.0,195788.0,43.0,Metro,Female,0.0,1.0
,99.0,34636.0,58.0,Tier1,Female,9.0,18.0
138.0,70.0,238395.0,60.0,Tier2,Female,15.0,48.0
92.0,54.0,38302.0,40.0,Rural,Male,6.0,13.0
177.0,3.0,352002.0,50.0,Metro,Male,1.0,41.0
139.0,97.0,49023.0,32.0,Metro,Male,16.0,20.0
213.0,42.0,106706.0,69.0,Metro,Female,15.0,48.0
352.0,77.0,285037.0,19.0,Metro,Male,4.0,11.0
151.0,33.0,1623868.697685215,45.0,Tier1,Male,4.0,44.0
55.0,6.0,45217.0,24.0,Metro,Female,19.0,25.0
362.0,35.0,100453.0,45.0,Metro,Female,9.0,18.0
202.0,16.0,53281.0,56.0,Metro,Female,3.0,2.0
312.0,47.0,134467.0,61.0,Tier2,Female,11.0,6.0
254.0,26.0,474916.0,49.0,Metro,Male,18.0,25.0
16.0,68.0,409936.0,51.0,Tier1,Male,18.0,17.0
181.0,1.0,169709.0,47.0,Tier2,Male,0.0,39.0
16.0,93.0,231556.0,45.0,Metro,Female,18.0,28.0
236.0,87.0,75845.0,53.0,Tier2,Female,1.0,26.0
119.0,31.0,453989.0,,Tier2,Female,10.0,38.0
348.0,9.0,413465.0,26.0,Tier1,Male,15.0,38.0
272.0,61.0,139840.0,66.0,Tier2,Male,7.0,17.0
318.0,95.0,308897.0,30.0,Metro,Female,15.0,18.0
224.0,56.0,254607.0,,Tier1,Female,3.0,42.0
66.0,2.0,411958.0,47.0,Metro,Male,15.0,44.0
354.0,87.0,145200.0,33.0,Metro,Female,11.0,31.0
22.0,46.0,23922.0,34.0,Metro,Female,8.0,41.0
277.0,73.0,490482.0,52.0,Tier1,Male,18.0,15.0
193.0,43.0,156657.0,29.0,Tier2,Female,13.0,17.0
213.0,22.0,493271.0,49.0,Tier1,Female,0.0,27.0
110.0,55.0,445479.0,36.0,Tier1,Female,1.0,39.0
188.0,95.0,203653.0,46.0,Tier1,Male,15.0,46.0
103.0,7.0,248001.0,31.0,Metro,Female,15.0,35.0
19.0,86.0,113370.0,47.0,Tier1,Female,11.0,2.0
,18.0,152491.0,37.0,Metro,Female,4.0,49.0
,46.0,274006.0,47.0,Metro,Male,10.0,6.0
33.0,61.0,480320.0,20.0,Rural,Female,3.0,30.0
325.0,90.0,29841.0,53.0,Tier1,Female,4.0,43.0
123.0,82.0,165093.0,,Metro,Female,9.0,33.0
203.0,29.0,410850.0,62.0,Metro,Female,5.0,45.0
11.0,68.0,271430.0,30.0,Tier2,Male,18.0,18.0
45.0,98.0,144394.0,45.0,Metro,Female,3.0,42.0
191.0,83.0,22701.0,38.0,Tier1,Male,1.0,9.0
176.0,77.0,448184.0,64.0,Tier2,Female,7.0,9.0
318.0,65.0,411711.0,44.0,Tier2,Male,3.0,10.0
84.0,94.0,340731.0,25.0,Metro,Female,5.0,7.0
356.0,55.0,,55.0,Tier1,Female,17.0,9.0
306.0,85.0,58439.0,32.0,Metro,Female,14.0,7.0
197.0,59.0,53399.0,25.0,Tier1,Male,8.0,45.0
5.0,87.0,116542.0,46.0,Metro,Female,11.0,8.0
319.0,45.0,393981.0,39.0,Tier2,Male,4.0,14.0
226.0,2.0,228810.0,35.0,Tier1,Male,1.0,0.0
256.0,50.0,478250.0,67.0,Tier2,Female,17.0,45.0
78.0,45.0,369601.0,24.0,Metro,Female,16.0,12.0
234.0,6.0,381822.0,53.0,Metro,Male,13.0,3.0
74.0,23.0,34960.0,62.0,Tier1,Female,1.0,19.0
286.0,86.0,479006.0,45.0,Tier2,Female,5.0,33.0
277.0,12.0,456528.0,36.0,Metro,Female,17.0,0.0
321.0,66.0,,52.0,Metro,Female,12.0,40.0
213.0,52.0,230625.0,52.0,Metro,Male,18.0,36.0
72.0,89.0,74221.0,19.0,Metro,Female,11.0,0.0
212.0,95.0,17821.0,47.0,Metro,Male,11.0,45.0
255.0,83.0,132144.0,46.0,Metro,Female,2.0,26.0
115.0,87.0,281533.0,49.0,Rural,Female,13.0,47.0
132.0,69.0,9682.0,54.0,Tier1,Male,14.0,14.0
132.0,56.0,287584.0,57.0,Tier1,Male,2.0,2.0
16.0,48.0,467120.0,62.0,Metro,Male,6.0,9.0
175.0,89.0,219240.0,18.0,Metro,Female,18.0,11.0
137.0,81.0,383472.0,55.0,Metro,Other,2.0,48.0
244.0,6.0,389787.0,55.0,Metro,Male,9.0,41.0
57.0,10.0,71851.0,48.0,Tier2,Female,3.0,2.0
317.0,6.0,254732.0,66.0,Tier2,Male,4.0,4.0
134.0,93.0,448692.0,44.0,Tier1,Female,5.0,28.0
29.0,84.0,,45.0,Tier2,Female,2.0,17.0
213.0,44.0,128799.0,54.0,Tier2,Male,17.0,32.0
73.0,9.0,,58.0,Tier2,Female,8.0,13.0
278.0,49.0,222304.0,64.0,Tier2,Female,6.0,18.0
352.0,32.0,200914.0,29.0,Metro,Female,4.0,15.0
294.0,52.0,,30.0,Metro,Female,8.0,17.0
28.0,92.0,10547.0,65.0,Tier2,Male,12.0,20.0
72.0,2.0,195226.0,60.0,Tier1,Female,3.0,36.0
205.0,42.0,459321.0,18.0,Metro,Male,19.0,20.0
119.0,95.0,117650.0,25.0,Metro,Female,3.0,13.0
302.0,23.0,260690.0,36.0,Tier1,Female,8.0,3.0
348.0,74.0,442717.0,33.0,Metro,Female,3.0,40.0
189.0,7.0,221233.0,42.0,Metro,Female,4.0,43.0
259.0,50.0,79541.0,28.0,Tier2,Other,9.0,19.0
211.0,86.0,352092.0,35.0,Tier1,Female,6.0,5.0
287.0,34.0,207678.0,23.0,Tier2,Male,18.0,4.0
353.0,15.0,156578.0,30.0,Metro,Male,10.0,44.0
172.0,99.0,382238.0,55.0,Metro,Male,12.0,12.0
,91.0,247239.0,46.0,Tier2,Female,14.0,21.0
337.0,87.0,,26.0,Metro,Female,16.0,2.0
221.0,60.0,207969.0,26.0,Tier2,Female,6.0,6.0
231.0,2.0,430363.0,45.0,Rural,Female,3.0,9.0
260.0,85.0,158346.0,30.0,Tier2,Male,12.0,21.0
143.0,12.0,383915.0,51.0,Metro,Female,3.0,35.0
22.0,6.0,410560.0,58.0,Metro,Male,16.0,37.0
129.0,4.0,120063.0,26.0,Metro,Female,10.0,47.0
215.0,96.0,384773.0,18.0,Metro,Male,16.0,6.0
275.0,97.0,162344.0,19.0,Rural,Female,7.0,7.0
55.0,23.0,156530.0,59.0,Tier1,Male,17.0,46.0
292.0,83.0,298569.0,60.0,Tier1,Female,7.0,31.0
49.0,73.0,307631.0,64.0,Metro,Female,8.0,46.0
179.0,5.0,1687933.7126706403,63.0,Tier1,Female,9.0,30.0
175.0,41.0,342952.0,38.0,Metro,Female,7.0,8.0
,16.0,263685.0,67.0,Metro,Female,8.0,40.0
36.0,81.0,1639128.499802039,53.0,Metro,Female,6.0,19.0
137.0,25.0,71557.0,38.0,Metro,Female,18.0,41.0
223.0,5.0,238943.0,67.0,Tier1,Male,1.0,31.0
216.0,70.0,208539.0,68.0,Metro,Male,4.0,43.0
115.0,79.0,414595.0,39.0,Tier1,Male,14.0,33.0
6.0,6.0,21717.0,53.0,Tier1,Female,11.0,30.0
165.0,89.0,284870.0,31.0,Tier2,Male,9.0,45.0
302.0,81.0,237589.0,56.0,Tier1,Male,13.0,42.0
249.0,63.0,357966.0,45.0,Metro,Male,10.0,30.0
328.0,53.0,132720.0,51.0,Metro,Female,2.0,22.0
4.0,91.0,255083.0,53.0,Metro,Male,7.0,45.0
33.0,89.0,18682.0,19.0,Metro,Male,9.0,12.0
225.0,1.0,469768.0,37.0,Tier1,Female,5.0,27.0
112.0,88.0,,,Tier2,Male,15.0,36.0
299.0,56.0,21162.0,25.0,Tier2,Female,4.0,1.0
,44.0,110206.0,61.0,Tier1,Female,4.0,46.0
183.0,13.0,394110.0,50.0,Tier2,Male,0.0,13.0
339.0,37.0,234730.0,26.0,Tier2,Male,17.0,10.0
152.0,91.0,28832.0,29.0,Tier1,Female,18.0,23.0
72.0,80.0,44608.0,32.0,Metro,Female,3.0,44.0
312.0,49.0,72825.0,55.0,Tier1,Female,5.0,9.0
31.0,97.0,428421.0,27.0,Metro,Male,1.0,23.0
257.0,8.0,489609.0,47.0,Metro,Female,0.0,9.0
82.0,91.0,451852.0,33.0,Tier1,Male,6.0,32.0
223.0,40.0,151142.0,35.0,Metro,Female,2.0,2.0
303.0,43.0,1492904.3902937158,67.0,Rural,Female,13.0,4.0
351.0,47.0,429781.0,18.0,Tier1,Male,4.0,49.0
318.0,41.0,230852.0,41.0,Tier2,Female,3.0,25.0
262.0,64.0,365508.0,59.0,Tier1,Male,6.0,43.0
130.0,52.0,473882.0,46.0,Metro,Male,2.0,27.0
313.0,35.0,259402.0,36.0,Tier2,Female,10.0,33.0
197.0,17.0,285246.0,33.0,Metro,Female,10.0,26.0
264.0,95.0,490943.0,55.0,Metro,Female,9.0,34.0
109.0,4.0,283465.0,68.0,Tier1,Female,3.0,10.0
108.0,97.0,342213.0,18.0,Tier2,Female,15.0,41.0
51.0,73.0,332799.0,50.0,Tier1,Male,3.0,41.0
350.0,88.0,431660.0,45.0,Rural,Female,11.0,49.0
333.0,25.0,296614.0,27.0,Rural,Female,10.0,27.0
225.0,37.0,83515.0,32.0,Tier1,Female,14.0,8.0
306.0,30.0,322032.0,28.0,Tier2,Male,4.0,33.0
90.0,46.0,2711472.7938584476,63.0,Metro,Female,8.0,26.0
87.0,77.0,347842.0,62.0,Tier2,Female,12.0,22.0
298.0,61.0,432566.0,60.0,Tier1,Female,2.0,24.0
60.0,81.0,30915.0,38.0,Rural,Male,19.0,0.0
128.0,92.0,53722.0,33.0,Tier2,Male,13.0,41.0
16.0,20.0,423623.0,33.0,Tier2,Female,6.0,45.0
250.0,7.0,113397.0,47.0,Tier2,Male,12.0,2.0
,26.0,363167.0,29.0,Metro,Female,9.0,19.0
170.0,69.0,65134.0,39.0,Tier2,Male,4.0,16.0
,28.0,23169.0,50.0,Tier2,Male,17.0,38.0
178.0,91.0,278707.0,,Tier1,Female,10.0,29.0
239.0,10.0,446353.0,61.0,Metro,Male,12.0,10.0
28.0,47.0,285142.0,51.0,Tier1,Female,5.0,36.0
237.0,99.0,459989.0,57.0,Metro,Male,9.0,12.0
247.0,42.0,29293.0,57.0,Rural,Male,0.0,35.0
297.0,17.0,407269.0,22.0,Tier2,Male,3.0,20.0
335.0,10.0,144427.0,65.0,Tier2,Female,7.0,19.0
175.0,38.0,207205.0,48.0,Metro,Female,18.0,41.0
271.0,98.0,264471.0,66.0,Metro,Male,1.0,23.0
126.0,38.0,278381.0,60.0,Tier2,Male,10.0,27.0
